ID,URL,Number of Prompts,Python?
1,https://chat.openai.com/share/c89e041e-ea23-42f9-972f-8543f4407db7,8,False
2,https://chat.openai.com/share/76af53fb-7cc5-4f5c-acd5-7fd1c2ad26cf,20,False
3,https://chat.openai.com/share/0f8a3cf0-8199-4d7e-81c4-b49c4b4f25e5,1,False
4,https://chat.openai.com/share/e1f4926f-14c2-49d2-937e-3af9e65fc96c,1,False
5,https://chat.openai.com/share/67ff0200-dad4-48f2-884e-ccada57974f6,3,False
6,https://chat.openai.com/share/7a56efac-27c4-4bac-a3cd-e11588e66dfd,10,False
7,https://chat.openai.com/share/be79a950-1231-4e55-aae0-2a90d8962d1d,3,False
8,https://chat.openai.com/share/132f9bdd-f09c-4ffa-ae80-28c04d5fc484,2,True
9,https://chat.openai.com/share/a66b761a-2a83-4673-937f-a20d1c174d2a,10,False
10,https://chat.openai.com/share/4fe883a7-5b0f-46a5-a168-3e21a61e6521,10,False
11,https://chat.openai.com/share/d9eec2fb-35d1-4135-ae96-17738c69ee63,4,False
12,https://chat.openai.com/share/b44935b7-e419-4dc1-b036-3b23abbbc399,1,False
13,https://chat.openai.com/share/d8e1b2a0-8413-4635-83e3-8ef3f7b65432,25,True
14,https://chat.openai.com/share/336b057b-3049-4246-a9d7-77231cc89785,27,False
15,https://chat.openai.com/share/3f347f56-d35f-41b2-bbf5-2d66fcd79475,1,False
16,https://chat.openai.com/share/336b057b-3049-4246-a9d7-77231cc89785,27,False
17,https://chat.openai.com/share/242998b2-f863-45b2-8ba9-ff7150489014,1,False
18,https://chat.openai.com/share/c7970fe0-5888-4341-bdf5-6fd1eb5f500a,1,False
19,https://chat.openai.com/share/fa41e3e3-dc53-4074-b7a9-58139e06e0de,4,False
20,https://chat.openai.com/share/a7dbd880-e488-40e9-8141-c0d46dc1b8c6,2,False
21,https://chat.openai.com/share/7aa06d1a-ed8f-4f24-99df-0f57d409150e,4,False
22,https://chat.openai.com/share/510229e5-8eeb-49ba-b02a-b66c5587817c,2,False
23,https://chat.openai.com/share/14c53094-53a2-4e14-9366-bfecc0017295,1,False
24,https://chat.openai.com/share/f7d80da3-2bb5-4b21-a407-9cda89c62f20,1,False
25,https://chat.openai.com/share/cc7ab8cf-840f-40e3-bcdd-201549a7dbfb,1,False
26,https://chat.openai.com/share/9820791f-18e9-4212-9a47-2a7d3c228729,2,False
27,https://chat.openai.com/share/62ebdcd3-b738-4ccf-9b7d-7722e25ef20f,1,False
28,https://chat.openai.com/share/70f44ec0-1aad-4c8d-a3c2-98bdfb698f8e,1,False
29,https://chat.openai.com/share/e09049b3-f29d-4500-960b-d7f3e557d347,1,False
30,https://chat.openai.com/share/2b402060-2cb3-4424-af25-970abeaada2d,1,False
31,https://chat.openai.com/share/8f0ec562-aa19-44c8-b8df-e47e754957c4,1,False
32,https://chat.openai.com/share/b353bc2f-6c1b-4b9c-8b9e-fbba0dd43c60,1,False
